Sales_Rank,Lead_ID,Lead_Score,Lead_Category,Predicted_Probability,Predicted_Converted,Actual_Converted,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
961,2855,14,Cold,0.13742258,0,0,Landing Page Submission,Organic Search,No,No,3.0,166,3.0,Converted to Lead,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,,,,,,No,No,Modified
962,2516,14,Cold,0.14452438,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,4,2.0,Email Opened,India,Rural and Agribusiness,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,14.0,No,Yes,Email Opened
963,847,14,Cold,0.13887729,0,0,Landing Page Submission,Google,No,No,5.0,87,2.5,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
964,1843,14,Cold,0.14260192,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,203,2.0,Email Opened,India,"Banking, Investment And Insurance",,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
965,8629,14,Cold,0.13996851,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Link Clicked,,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,15.0,15.0,No,No,Modified
966,7464,14,Cold,0.13950151,0,0,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
967,3331,14,Cold,0.13658711,0,0,API,Google,No,No,2.0,71,2.0,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Email Opened
968,7006,14,Cold,0.1380427,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,663,2.0,SMS Sent,India,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,Yes,Modified
969,3724,14,Cold,0.1351073,0,0,Landing Page Submission,Organic Search,No,No,4.0,106,4.0,Email Opened,India,Travel and Tourism,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,,,,,No,Yes,Email Opened
970,8168,14,Cold,0.14441508,0,0,Landing Page Submission,Organic Search,No,No,13.0,246,6.5,SMS Sent,India,Healthcare Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Other Metro Cities,01.High,02.Medium,16.0,13.0,No,Yes,SMS Sent
971,3626,14,Cold,0.1414884,0,0,Landing Page Submission,youtubechannel,Yes,No,4.0,487,2.0,Unsubscribed,Canada,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Unsubscribed
972,3101,13,Cold,0.12532659,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,260,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,Yes,Email Opened
973,3640,13,Cold,0.13354121,0,0,Landing Page Submission,Google,No,No,4.0,208,4.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
974,2800,13,Cold,0.1281961,0,0,Landing Page Submission,Google,No,No,4.0,326,4.0,Email Opened,India,E-Business,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
975,8134,13,Cold,0.12691109,0,0,Landing Page Submission,Organic Search,No,No,3.0,491,3.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
976,7821,13,Cold,0.13065381,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,323,2.0,Email Opened,India,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
977,4255,13,Cold,0.1320003,0,0,Landing Page Submission,Google,No,No,7.0,136,3.5,Email Opened,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
978,7724,13,Cold,0.12607865,0,0,Landing Page Submission,Organic Search,No,No,8.0,61,4.0,Email Opened,India,Media and Advertising,,,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,,,,,No,Yes,Email Opened
979,3440,13,Cold,0.13196082,0,0,Landing Page Submission,Google,No,No,4.0,126,4.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
980,3791,13,Cold,0.13400885,0,0,Landing Page Submission,Google,No,No,4.0,245,4.0,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Thane & Outskirts,,,,,No,No,Email Opened
981,5764,13,Cold,0.13065743,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,206,2.0,Email Opened,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
982,4366,13,Cold,0.12943228,0,0,Landing Page Submission,Google,No,No,5.0,80,5.0,Email Opened,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,,,,,No,No,Email Opened
983,521,13,Cold,0.12595676,0,0,API,Google,No,No,7.0,333,7.0,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
984,2535,13,Cold,0.13007158,0,0,Landing Page Submission,Google,No,No,6.0,107,3.0,Email Opened,India,"Banking, Investment And Insurance",,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
985,4744,13,Cold,0.13212128,0,0,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,,,,,,No,No,SMS Sent
986,3857,13,Cold,0.12735923,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,190,2.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
987,2811,13,Cold,0.13498376,0,0,Landing Page Submission,Referral Sites,No,No,3.0,132,3.0,Email Opened,Saudi Arabia,Travel and Tourism,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,,,,,No,Yes,Email Opened
988,310,13,Cold,0.13161977,0,0,API,Google,No,No,7.0,207,3.5,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
989,1039,13,Cold,0.12561816,0,0,API,Referral Sites,No,No,2.0,417,2.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
990,8924,13,Cold,0.12635422,0,0,Landing Page Submission,Direct Traffic,No,No,1.0,421,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,High in Relevance,No,No,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Modified
991,3779,13,Cold,0.12806132,0,0,Landing Page Submission,Organic Search,No,No,3.0,48,3.0,Email Opened,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
992,3799,13,Cold,0.13196082,0,0,Landing Page Submission,Google,No,No,4.0,76,4.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
993,3419,12,Cold,0.1180535,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,6,2.0,Email Opened,India,Media and Advertising,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
994,1132,12,Cold,0.11904276,0,1,Lead Import,Facebook,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Other Cities,02.Medium,02.Medium,14.0,13.0,No,No,Modified
995,1489,12,Cold,0.12374834,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,883,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,Email Opened
996,3812,12,Cold,0.12225682,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,848,2.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Mumbai,,,,,No,Yes,Email Opened
997,608,12,Cold,0.116733484,0,0,API,Google,No,No,3.0,301,3.0,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
998,6952,12,Cold,0.11659532,0,0,Landing Page Submission,Organic Search,No,No,5.0,263,2.5,SMS Sent,India,Operations Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Modified
999,8537,12,Cold,0.12190102,0,0,Landing Page Submission,Organic Search,No,No,10.0,1337,5.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Opened
1000,314,12,Cold,0.11726918,0,0,API,Organic Search,No,No,11.0,188,5.5,Email Link Clicked,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Link Clicked
1001,7646,12,Cold,0.11581433,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,359,1.33,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Tier II Cities,02.Medium,01.High,14.0,17.0,No,Yes,SMS Sent
1002,4247,12,Cold,0.124765806,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,230,3.0,Email Opened,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
1003,7032,12,Cold,0.121372335,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,1328,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,,,,,No,Yes,Modified
1004,6847,12,Cold,0.11835991,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,223,2.0,Email Opened,,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
1005,302,12,Cold,0.11690774,0,0,API,Referral Sites,No,No,7.0,250,2.33,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
1006,1487,12,Cold,0.12208515,0,0,API,Olark Chat,No,No,3.0,15,1.5,Email Opened,India,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,03.Low,02.Medium,12.0,16.0,No,Yes,Email Opened
1007,6507,12,Cold,0.12329643,0,0,Landing Page Submission,Google,No,No,3.0,129,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities of Maharashtra,,,,,No,No,SMS Sent
1008,6597,12,Cold,0.12353075,0,0,Landing Page Submission,Google,No,No,4.0,102,4.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
1009,3169,12,Cold,0.12235169,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,78,2.0,Email Opened,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
1010,5162,12,Cold,0.11858618,0,0,API,Organic Search,No,No,7.0,1032,2.33,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Thane & Outskirts,,,,,No,Yes,SMS Sent
1011,5883,12,Cold,0.11855582,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,154,2.0,SMS Sent,India,E-COMMERCE,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Modified
1012,6771,12,Cold,0.11780507,0,0,Landing Page Submission,Google,No,No,3.0,1489,3.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,,,,,No,No,SMS Sent
1013,778,12,Cold,0.11915601,0,0,Landing Page Submission,Organic Search,No,No,3.0,121,3.0,SMS Sent,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,01.High,14.0,17.0,No,No,Modified
1014,2007,12,Cold,0.11591483,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,568,2.0,SMS Sent,India,E-COMMERCE,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities of Maharashtra,02.Medium,02.Medium,13.0,14.0,No,Yes,Modified
1015,3755,12,Cold,0.12065864,0,0,Landing Page Submission,Google,No,No,8.0,138,4.0,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,,,,,No,No,Email Opened
1016,570,12,Cold,0.12147519,0,0,Landing Page Submission,Google,No,No,5.0,409,5.0,Email Opened,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
1017,4726,12,Cold,0.12241914,0,0,Landing Page Submission,Google,No,No,4.0,1708,4.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,,,,,No,No,Email Opened
1018,2929,12,Cold,0.11603472,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,597,2.0,Email Bounced,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Bounced
1019,176,12,Cold,0.1239045,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,383,2.0,Email Link Clicked,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Link Clicked
1020,6013,12,Cold,0.11973342,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,310,2.0,Email Opened,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Email Opened
1021,8009,11,Cold,0.11210434,0,0,Landing Page Submission,Google,No,No,4.0,1370,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Cities,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
1022,8781,11,Cold,0.108942494,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,1566,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Metro Cities,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
1023,444,11,Cold,0.10973053,0,0,API,Referral Sites,No,No,3.0,150,1.5,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
1024,2174,11,Cold,0.11432511,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,1757,2.5,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified
1025,5681,11,Cold,0.11331601,0,0,API,Google,No,No,3.0,213,1.5,Page Visited on Website,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Page Visited on Website
1026,3079,11,Cold,0.10605174,0,0,Landing Page Submission,Google,No,No,8.0,350,8.0,Page Visited on Website,India,Retail Management,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities of Maharashtra,,,,,No,Yes,Page Visited on Website
1027,9018,11,Cold,0.11204857,0,0,API,Google,No,No,2.0,284,2.0,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
1028,5980,11,Cold,0.107726954,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,71,5.0,Email Opened,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Email Opened
1029,4921,11,Cold,0.11308484,0,0,API,Google,No,No,2.0,170,2.0,Email Link Clicked,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Email Link Clicked
1030,8544,11,Cold,0.108878456,0,0,API,Direct Traffic,No,No,3.0,164,1.5,Page Visited on Website,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Page Visited on Website
1031,3472,11,Cold,0.10531967,0,0,Landing Page Submission,Google,No,No,6.0,155,6.0,Email Opened,India,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Email Opened
1032,2511,11,Cold,0.11119617,0,0,Landing Page Submission,Direct Traffic,No,No,14.0,470,2.8,SMS Sent,India,,,,Yes,No,No,No,No,No,No,No,,,No,No,,02.Medium,01.High,14.0,17.0,No,No,Modified
1033,5615,10,Cold,0.099135,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,8,2.0,Email Link Clicked,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,,,,,No,Yes,Email Link Clicked
1034,8174,10,Cold,0.09773426,0,0,Lead Add Form,Reference,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,,02.Medium,01.High,14.0,17.0,No,No,SMS Sent
1035,5648,10,Cold,0.10174372,0,0,Landing Page Submission,Organic Search,No,No,8.0,226,8.0,Email Opened,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,,,,,No,Yes,Email Opened
1036,8,10,Cold,0.09796461,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,71,2.0,Email Opened,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,No,Yes,Email Opened
1037,3573,10,Cold,0.10303628,0,0,Landing Page Submission,Direct Traffic,No,No,8.0,61,8.0,Page Visited on Website,India,Human Resource Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Modified
1038,340,10,Cold,0.09875109,0,0,API,Direct Traffic,No,No,1.0,633,1.0,Converted to Lead,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
1039,6957,10,Cold,0.100976326,0,0,Landing Page Submission,Organic Search,Yes,No,7.0,715,7.0,Email Bounced,India,Finance Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Modified
1040,3513,10,Cold,0.101705335,0,0,API,Olark Chat,No,No,17.0,75,3.4,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Thane & Outskirts,,,,,No,Yes,Modified
1041,8190,10,Cold,0.09773426,0,0,Lead Add Form,Reference,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,,02.Medium,01.High,14.0,17.0,No,No,SMS Sent
1042,9141,10,Cold,0.09672266,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,63,3.0,Page Visited on Website,India,International Business,,,No,No,No,No,No,No,No,No,,,No,No,Tier II Cities,02.Medium,01.High,14.0,17.0,No,Yes,Modified
1043,4516,10,Cold,0.10165636,0,0,Landing Page Submission,Google,No,No,4.0,205,4.0,SMS Sent,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,,,,,No,No,Modified
1044,6963,10,Cold,0.10226274,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,1059,2.5,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Other Cities of Maharashtra,,,,,No,Yes,Email Opened
1045,9083,10,Cold,0.09993948,0,0,API,Google,No,No,3.0,63,1.5,Email Opened,,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Low in Relevance,No,No,,02.Medium,02.Medium,14.0,16.0,No,No,Modified
1046,9207,10,Cold,0.10472056,0,0,API,Google,No,No,3.0,253,3.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
1047,8774,10,Cold,0.099779196,0,0,API,Olark Chat,No,No,3.0,16,1.0,SMS Sent,,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
1048,3596,9,Cold,0.092275634,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Modified
1049,3586,9,Cold,0.085664,0,0,Landing Page Submission,Organic Search,No,No,3.0,164,3.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities,,,,,No,Yes,Modified
1050,6950,9,Cold,0.09124412,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,310,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Metro Cities,,,,,No,Yes,SMS Sent
1051,5216,9,Cold,0.08913504,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,339,5.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,,,,,No,Yes,SMS Sent
1052,5871,9,Cold,0.09411323,0,0,Landing Page Submission,Organic Search,No,No,9.0,1309,4.5,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Thane & Outskirts,03.Low,01.High,12.0,17.0,No,Yes,Email Opened
1053,8937,9,Cold,0.09028495,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,899,3.0,SMS Sent,Nigeria,E-COMMERCE,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Cities,02.Medium,02.Medium,14.0,15.0,No,Yes,SMS Sent
1054,6808,9,Cold,0.092275634,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Modified
1055,3585,9,Cold,0.092275634,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Modified
1056,3603,9,Cold,0.0890465,0,0,API,Google,No,No,3.0,536,3.0,Olark Chat Conversation,India,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Modified
1057,6432,9,Cold,0.0871085,0,0,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,,,,,No,No,SMS Sent
1058,6235,9,Cold,0.09366926,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to Others,Low in Relevance,No,No,Other Cities,,,,,No,No,Modified
1059,4470,9,Cold,0.092275634,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Modified
1060,305,9,Cold,0.09113153,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,491,3.0,Email Opened,India,E-Business,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Modified
1061,8951,9,Cold,0.08546509,0,0,Landing Page Submission,Direct Traffic,No,No,9.0,233,2.25,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
1062,9143,9,Cold,0.09257362,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,315,2.0,Page Visited on Website,,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,,No,No,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Modified
1063,8742,9,Cold,0.08822634,0,1,API,Google,No,No,2.0,39,2.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
